startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,deal_year,deal_month,sector_clean,round_clean,city_clean,sector_final,sector_clean_old
FreshTech,SaaS,MarTech,Noida,Omidyar Network,Seed,638000,2023-08-29,2023,8,SaaS/Enterprise,Seed/Angel,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
CloudPay,Logistics,Fleet Management,Noida,Prosus Ventures,Angel,6000,2022-05-30,2022,5,Logistics,Seed/Angel,Delhi/NCR,Logistics,Logistics
NextSense,Mobility,Micro Mobility,Mumbai,Kedaara Capital,Seed,954000,2024-09-15,2024,9,EV/Cleantech,Seed/Angel,Mumbai,EV/Cleantech,EV/Cleantech
FoodLoop,FoodTech,Food Delivery,Hyderabad,"Bessemer Venture Partners, Elevation Capital, Peak XV",Series A,5476000,2025-03-27,2025,3,Foodtech,Series A,Hyderabad,Foodtech,Foodtech
AeroStack,FinTech,NeoBank,Ahmedabad,Matrix Partners India,Seed,68000,2023-03-07,2023,3,Fintech,Seed/Angel,Ahmedabad,Fintech,Fintech
GrowthFlow,Media,Content,Delhi,"Kedaara Capital, Y Combinator",Series A,10651000,2023-05-23,2023,5,Other,Series A,Delhi/NCR,Other,Other
UrbanDrive,HealthTech,Diagnostics,Gurugram,Peak XV,Seed,1494000,2022-04-16,2022,4,Healthtech,Seed/Angel,Delhi/NCR,Healthtech,Healthtech
Flipkart,EdTech,K12,Gurugram,"IFC, Mirae Asset",Seed,63000,2025-03-13,2025,3,Edtech,Seed/Angel,Delhi/NCR,Edtech,Edtech
NeoSense,EdTech,Coding Bootcamp,Chennai,"Kalaari Capital, Kedaara Capital, Zodius Capital",Series C,42331000,2023-05-30,2023,5,Edtech,Series C,Chennai,Edtech,Edtech
GrowthConnect,Consumer Electronics,Wearables,Bengaluru,"Falcon Edge, Tiger Global Management",Growth,419740000,2021-05-18,2021,5,Other,Late Stage,Bengaluru,Other,Other
Razorpay,Mobility,EV,Noida,Blume Ventures,Series C,151723000,2025-05-25,2025,5,EV/Cleantech,Series C,Delhi/NCR,EV/Cleantech,EV/Cleantech
Dailyhunt,FoodTech,Food Delivery,Hyderabad,Omidyar Network,Series A,1648000,2022-05-15,2022,5,Foodtech,Series A,Hyderabad,Foodtech,Foodtech
Udaan,Media,Streaming,Delhi,"Accel, Falcon Edge",Series A,1763000,2023-08-16,2023,8,Other,Series A,Delhi/NCR,Other,Other
BlueTech,Media,Streaming,Delhi,"Info Edge, Sequoia Capital India",Pre-Series A,235000,2021-10-24,2021,10,Other,Seed/Angel,Delhi/NCR,Other,Other
CloudPay,E-commerce,D2C,Pune,"Bessemer Venture Partners, Kedaara Capital, Nexus Venture Partners",Series B,19160000,2025-01-31,2025,1,Ecommerce/D2C,Series B,Pune,Ecommerce/D2C,Ecommerce/D2C
Porter,Media,Content,Pune,"Kedaara Capital, Tiger Global Management",Seed,489000,2023-12-19,2023,12,Other,Seed/Angel,Pune,Other,Other
NextSense,FoodTech,Cloud Kitchen,Delhi,"Blume Ventures, IFC, Nexus Venture Partners",Angel,15000,2023-03-04,2023,3,Foodtech,Seed/Angel,Delhi/NCR,Foodtech,Foodtech
Udaan,FoodTech,Food Delivery,Hyderabad,"Blume Ventures, Elevation Capital",Series B,18027000,2025-05-22,2025,5,Foodtech,Series B,Hyderabad,Foodtech,Foodtech
LogiSense,FinTech,NeoBank,Hyderabad,"A91 Partners, Sequoia Capital India",Pre-Seed,112000,2022-10-16,2022,10,Fintech,Seed/Angel,Hyderabad,Fintech,Fintech
NimbusLabs,AgriTech,Marketplace,Kolkata,Omidyar Network,Series A,1104000,2022-06-23,2022,6,Agritech,Series A,Kolkata,Agritech,Agritech
MediHive,Mobility,EV,Ahmedabad,Tiger Global,Series A,1981000,2024-08-06,2024,8,EV/Cleantech,Series A,Ahmedabad,EV/Cleantech,EV/Cleantech
GreenConnect_630,SaaS,B2B SaaS,Delhi,"Elevation Capital, Zodius Capital",Series D,258416000,2023-09-28,2023,9,SaaS/Enterprise,Late Stage,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
Unacademy,FinTech,Payments,Chennai,"Elevation Capital, Kedaara Capital, Prosus Ventures",Debt,26070000,2020-11-26,2020,11,Fintech,Debt,Chennai,Fintech,Fintech
EduTech,Media,Streaming,Pune,SoftBank Vision Fund,Angel,23000,2020-07-09,2020,7,Other,Seed/Angel,Pune,Other,Other
QuantumAnalytics,Retail,Grocery,Noida,Nexus Venture Partners,Seed,356000,2022-08-22,2022,8,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
SkillSolutions,FoodTech,Grocery,Gurugram,Accel,Series B,6730000,2023-06-07,2023,6,Foodtech,Series B,Delhi/NCR,Foodtech,Foodtech
Unacademy,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Angel,19000,2023-12-18,2023,12,EdTech,Seed/Angel,Ahmedabad,EdTech,Other
FoodLoop,AgriTech,Marketplace,Pune,"Kedaara Capital, Mirae Asset",Angel,25000,2023-06-12,2023,6,Agritech,Seed/Angel,Pune,Agritech,Agritech
Chargebee,Consumer Electronics,Audio,Ahmedabad,Sequoia Capital India,Seed,122000,2021-08-17,2021,8,Other,Seed/Angel,Ahmedabad,Other,Other
GrowthFlow,Retail,E-Retail,Gurugram,"Tiger Global, Y Combinator",Series C,41465000,2022-04-29,2022,4,Ecommerce/D2C,Series C,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
Meesho,FinTech,Lending,Hyderabad,Elevation Capital,Seed,201000,2020-05-18,2020,5,Fintech,Seed/Angel,Hyderabad,Fintech,Fintech
AgriSense,E-commerce,D2C,Pune,"Peak XV, Zodius Capital",Pre-Series A,105000,2023-03-11,2023,3,Ecommerce/D2C,Seed/Angel,Pune,Ecommerce/D2C,Ecommerce/D2C
CloudLabs,SaaS,MarTech,Kolkata,Mirae Asset,Series C,47844000,2023-08-15,2023,8,SaaS/Enterprise,Series C,Kolkata,SaaS/Enterprise,SaaS/Enterprise
LogiRise,Mobility,EV,Kolkata,"A91 Partners, Falcon Edge, Tiger Global",Series C,35458000,2022-04-27,2022,4,EV/Cleantech,Series C,Kolkata,EV/Cleantech,EV/Cleantech
HyperLabs,FinTech,Lending,Ahmedabad,Tiger Global,Series B,12397000,2024-06-25,2024,6,Fintech,Series B,Ahmedabad,Fintech,Fintech
WorkPay,FinTech,WealthTech,Chennai,A91 Partners,Series A,1383000,2024-09-21,2024,9,Fintech,Series A,Chennai,Fintech,Fintech
UrbanDrive,E-commerce,D2C,Pune,"Accel, IFC",Series B,59057000,2021-07-10,2021,7,Ecommerce/D2C,Series B,Pune,Ecommerce/D2C,Ecommerce/D2C
NimbusWorks,Logistics,Last Mile,Noida,Bessemer Venture Partners,Seed,447000,2020-08-17,2020,8,Logistics,Seed/Angel,Delhi/NCR,Logistics,Logistics
CloudPay,Consumer Electronics,Smart Home,Bengaluru,"Blume Ventures, SoftBank Vision Fund",Series C,125810000,2025-01-27,2025,1,SaaS,Series C,Bengaluru,SaaS,Other
AgriHive,Mobility,EV,Pune,Zodius Capital,Seed,919000,2024-11-20,2024,11,EV/Cleantech,Seed/Angel,Pune,EV/Cleantech,EV/Cleantech
LogiSense,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,19914000,2022-12-05,2022,12,Fintech,Series B,Chennai,Fintech,Fintech
FarmFit,AgriTech,Supply Chain,Pune,Falcon Edge,Series A,1265000,2020-04-04,2020,4,Agritech,Series A,Pune,Agritech,Agritech
FreshTech_651,Retail,Grocery,Gurugram,Elevation Capital,Seed,363000,2021-01-29,2021,1,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
FoodLoop,RealEstate,PropTech,Hyderabad,Sequoia Capital India,Seed,436000,2021-07-14,2021,7,Proptech,Seed/Angel,Hyderabad,Proptech,Proptech
Zomato,EdTech,UpSkilling,Noida,"A91 Partners, Bessemer Venture Partners, Blume Ventures",Seed,782000,2020-10-16,2020,10,Edtech,Seed/Angel,Delhi/NCR,Edtech,Edtech
FreshTech,SaaS,MarTech,Bengaluru,"Accel, Tiger Global, Y Combinator",Seed,246000,2022-08-22,2022,8,SaaS/Enterprise,Seed/Angel,Bengaluru,SaaS/Enterprise,SaaS/Enterprise
DriveFit,AgriTech,Marketplace,Kolkata,Zodius Capital,Series A,1413000,2021-10-01,2021,10,Agritech,Series A,Kolkata,Agritech,Agritech
HealthRise,Retail,Grocery,Ahmedabad,"Info Edge, Mirae Asset, Prosus Ventures",Seed,142000,2024-07-22,2024,7,Ecommerce/D2C,Seed/Angel,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
InMobi,Consumer Electronics,Audio,Gurugram,"Matrix Partners India, Y Combinator",Seed,191000,2025-01-08,2025,1,Other,Seed/Angel,Delhi/NCR,Other,Other
BlueTech,RealEstate,Home Services,Pune,Mirae Asset,Series A,5750000,2020-03-02,2020,3,Proptech,Series A,Pune,Proptech,Proptech
NextFlow,Enterprise,Analytics,Hyderabad,"Accel, Nexus Venture Partners",Series C,93825000,2023-05-22,2023,5,SaaS/Enterprise,Series C,Hyderabad,SaaS/Enterprise,SaaS/Enterprise
AeroStack,RealEstate,PropTech,Hyderabad,"Kalaari Capital, Ribbit Capital",Series A,2623000,2022-03-31,2022,3,Proptech,Series A,Hyderabad,Proptech,Proptech
NextSense,FoodTech,Cloud Kitchen,Pune,"Info Edge, Tiger Global Management",Seed,1903000,2023-11-22,2023,11,Foodtech,Seed/Angel,Pune,Foodtech,Foodtech
DataHive,EdTech,K12,Mumbai,"Accel, Zodius Capital",Series B,26816000,2023-12-28,2023,12,Edtech,Series B,Mumbai,Edtech,Edtech
SmartMart,E-commerce,Fashion,Delhi,Omidyar Network,Seed,120000,2022-04-11,2022,4,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
QuantumAnalytics,RealEstate,Rental Tech,Bengaluru,LCatterton,Seed,73000,2024-07-31,2024,7,Proptech,Seed/Angel,Bengaluru,Proptech,Proptech
Rapido,Retail,E-Retail,Delhi,"Info Edge, Ribbit Capital",Series A,1513000,2021-08-19,2021,8,Ecommerce/D2C,Series A,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
CoreFlow,SaaS,HRTech,Ahmedabad,LCatterton,Series C,38931000,2023-10-23,2023,10,SaaS/Enterprise,Series C,Ahmedabad,SaaS/Enterprise,SaaS/Enterprise
DriveEdge,SaaS,B2B SaaS,Ahmedabad,IFC,Pre-Seed,29000,2022-11-11,2022,11,SaaS/Enterprise,Seed/Angel,Ahmedabad,SaaS/Enterprise,SaaS/Enterprise
HealthWorks,Mobility,Ride Sharing,Bengaluru,Accel,Series B,8387000,2024-08-07,2024,8,EV/Cleantech,Series B,Bengaluru,EV/Cleantech,EV/Cleantech
HealthAnalytics,EdTech,Coding Bootcamp,Ahmedabad,"A91 Partners, Y Combinator",Pre-Series A,193000,2021-10-13,2021,10,Edtech,Seed/Angel,Ahmedabad,Edtech,Edtech
NoBroker,Consumer Electronics,Audio,Gurugram,Zodius Capital,Series A,1599000,2024-09-23,2024,9,Other,Series A,Delhi/NCR,Other,Other
HyperLoop,Enterprise,Automation,Delhi,"Kedaara Capital, Mirae Asset, Sequoia Capital India",Seed,1367000,2020-05-26,2020,5,SaaS/Enterprise,Seed/Angel,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
DriveEdge,HealthTech,Telemedicine,Delhi,"Kedaara Capital, LCatterton",Series B,6246000,2022-05-01,2022,5,Healthtech,Series B,Delhi/NCR,Healthtech,Healthtech
Innovaccer,AgriTech,Supply Chain,Kolkata,"Kalaari Capital, Lightspeed India",Series A,4139000,2023-02-04,2023,2,Agritech,Series A,Kolkata,Agritech,Agritech
Innovaccer,AgriTech,Supply Chain,Ahmedabad,Kedaara Capital,Series A,3039000,2024-02-05,2024,2,Agritech,Series A,Ahmedabad,Agritech,Agritech
NextStack,Mobility,Micro Mobility,Pune,"Mirae Asset, Y Combinator",Pre-Seed,192000,2020-03-18,2020,3,EV/Cleantech,Seed/Angel,Pune,EV/Cleantech,EV/Cleantech
AgriHive,E-commerce,Marketplace,Noida,Mirae Asset,Debt,201000,2024-03-17,2024,3,Ecommerce/D2C,Debt,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
HealthRise,AgriTech,Supply Chain,Gurugram,"Accel, Peak XV, Ribbit Capital",Series A,2937000,2024-02-27,2024,2,Agritech,Series A,Delhi/NCR,Agritech,Agritech
FreshTech,SaaS,B2B SaaS,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,13810000,2025-01-29,2025,1,SaaS/Enterprise,Series A,Kolkata,SaaS/Enterprise,SaaS/Enterprise
AgriFit,Retail,Grocery,Hyderabad,"Kedaara Capital, Ventures India",Seed,1218000,2023-11-24,2023,11,Ecommerce/D2C,Seed/Angel,Hyderabad,Ecommerce/D2C,Ecommerce/D2C
Swiggy,FinTech,InsurTech,Ahmedabad,"Ribbit Capital, Tiger Global Management, Zodius Capital",Seed,1019000,2020-04-15,2020,4,Fintech,Seed/Angel,Ahmedabad,Fintech,Fintech
SmartTech,HealthTech,Telemedicine,Hyderabad,Elevation Capital,Seed,129000,2023-06-15,2023,6,Healthtech,Seed/Angel,Hyderabad,Healthtech,Healthtech
CloudSolutions_682,E-commerce,Grocery,Delhi,Prosus Ventures,Angel,8000,2024-02-22,2024,2,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
Nykaa,Retail,E-Retail,Hyderabad,"Blume Ventures, Falcon Edge",Series C,122297000,2021-04-28,2021,4,Ecommerce/D2C,Series C,Hyderabad,Ecommerce/D2C,Ecommerce/D2C
GreenMart,E-commerce,Marketplace,Ahmedabad,"Kalaari Capital, Ventures India",Angel,81000,2020-11-11,2020,11,Ecommerce/D2C,Seed/Angel,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
AeroHub,Consumer Electronics,Smart Home,Delhi,Tiger Global,Seed,390000,2024-02-12,2024,2,Other,Seed/Angel,Delhi/NCR,Other,Other
CureFit,Retail,E-Retail,Bengaluru,"Elevation Capital, Ventures India",Seed,412000,2022-03-27,2022,3,Ecommerce/D2C,Seed/Angel,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
PharmEasy,FoodTech,Grocery,Chennai,"IFC, Sequoia Capital India",Series A,2134000,2020-10-24,2020,10,Foodtech,Series A,Chennai,Foodtech,Foodtech
EduMart,SaaS,B2B SaaS,Mumbai,Peak XV,Angel,50000,2023-07-29,2023,7,SaaS/Enterprise,Seed/Angel,Mumbai,SaaS/Enterprise,SaaS/Enterprise
Paytm,AgriTech,Marketplace,Hyderabad,Matrix Partners India,Seed,100000,2021-06-30,2021,6,Agritech,Seed/Angel,Hyderabad,Agritech,Agritech
DriveFit,RealEstate,Rental Tech,Gurugram,Falcon Edge,Series B,12266000,2023-04-20,2023,4,Proptech,Series B,Delhi/NCR,Proptech,Proptech
BlueTech,FinTech,Payments,Mumbai,"Accel, Info Edge",Pre-Seed,53000,2020-07-19,2020,7,Fintech,Seed/Angel,Mumbai,Fintech,Fintech
HomeAnalytics,Logistics,Last Mile,Bengaluru,Peak XV,Pre-Seed,64000,2020-07-07,2020,7,Logistics,Seed/Angel,Bengaluru,Logistics,Logistics
GreenEdge,RealEstate,PropTech,Mumbai,Y Combinator,Seed,122000,2023-05-23,2023,5,Proptech,Seed/Angel,Mumbai,Proptech,Proptech
DataEdge,Media,Social,Hyderabad,Ribbit Capital,Seed,76000,2023-09-14,2023,9,Other,Seed/Angel,Hyderabad,Other,Other
SkillSolutions,Media,Streaming,Pune,Elevation Capital,Seed,476000,2024-05-17,2024,5,Other,Seed/Angel,Pune,Other,Other
HealthWorks,SaaS,B2B SaaS,Hyderabad,Info Edge,Bridge,145000,2021-06-26,2021,6,SaaS/Enterprise,Undisclosed,Hyderabad,SaaS/Enterprise,SaaS/Enterprise
NeoLabs,EdTech,Coding Bootcamp,Delhi,A91 Partners,Series B,25052000,2020-08-10,2020,8,Edtech,Series B,Delhi/NCR,Edtech,Edtech
Paytm,EdTech,Test Prep,Kolkata,Tiger Global,Series B,7671000,2020-07-30,2020,7,Edtech,Series B,Kolkata,Edtech,Edtech
AutoStack,FinTech,InsurTech,Delhi,Prosus Ventures,Series B,18981000,2020-01-02,2020,1,Fintech,Series B,Delhi/NCR,Fintech,Fintech
NextStack,SaaS,MarTech,Ahmedabad,"Kalaari Capital, Mirae Asset",Pre-Seed,68000,2023-12-20,2023,12,SaaS/Enterprise,Seed/Angel,Ahmedabad,SaaS/Enterprise,SaaS/Enterprise
CRED,Mobility,Ride Sharing,Bengaluru,"Falcon Edge, Nexus Venture Partners",Pre-Series A,113000,2023-11-12,2023,11,EV/Cleantech,Seed/Angel,Bengaluru,EV/Cleantech,EV/Cleantech
Licious,SaaS,HRTech,Chennai,"Accel, Falcon Edge, Peak XV",Seed,173000,2025-05-17,2025,5,SaaS/Enterprise,Seed/Angel,Chennai,SaaS/Enterprise,SaaS/Enterprise
HealthRise,Retail,Grocery,Gurugram,"Elevation Capital, Prosus Ventures",Seed,82000,2020-03-21,2020,3,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
UrbanDrive,RealEstate,Rental Tech,Pune,"Blume Ventures, Info Edge, Sequoia Capital India",Series A,1187000,2024-12-17,2024,12,Proptech,Series A,Pune,Proptech,Proptech
GrowthFlow,AgriTech,Supply Chain,Kolkata,"Mirae Asset, Ribbit Capital",Pre-Series A,977000,2024-06-11,2024,6,Agritech,Seed/Angel,Kolkata,Agritech,Agritech
EduBox,FinTech,Payments,Pune,"Bessemer Venture Partners, Nexus Venture Partners, Tiger Global",Seed,164000,2024-06-01,2024,6,Fintech,Seed/Angel,Pune,Fintech,Fintech
LogiRise,Enterprise,Automation,Delhi,Sequoia Capital India,Series B,47223000,2021-04-22,2021,4,SaaS/Enterprise,Series B,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
SmartCare,FinTech,InsurTech,Ahmedabad,"Blume Ventures, Nexus Venture Partners, Tiger Global",Pre-Seed,36000,2023-12-07,2023,12,Fintech,Seed/Angel,Ahmedabad,Fintech,Fintech
BigBasket,Enterprise,Analytics,Kolkata,"Tiger Global, Zodius Capital",Series A,6332000,2024-09-06,2024,9,SaaS/Enterprise,Series A,Kolkata,SaaS/Enterprise,SaaS/Enterprise
Porter,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Seed,826000,2024-07-05,2024,7,Other,Seed/Angel,Ahmedabad,Other,Other
FoodFit,RealEstate,Rental Tech,Noida,Ventures India,Seed,450000,2024-09-09,2024,9,Proptech,Seed/Angel,Delhi/NCR,Proptech,Proptech
NoBroker,SaaS,B2B SaaS,Mumbai,"Blume Ventures, Y Combinator",Seed,285000,2024-03-31,2024,3,SaaS/Enterprise,Seed/Angel,Mumbai,SaaS/Enterprise,SaaS/Enterprise
Dream11,Consumer Electronics,Audio,Ahmedabad,"Bessemer Venture Partners, Omidyar Network, Sequoia Capital India",Pre-Seed,52000,2020-07-23,2020,7,Other,Seed/Angel,Ahmedabad,Other,Other
Myntra,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, LCatterton, Ribbit Capital",Seed,181000,2020-07-01,2020,7,Ecommerce/D2C,Seed/Angel,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
FarmBox,EdTech,K12,Hyderabad,Peak XV,Series A,12394000,2022-04-23,2022,4,Edtech,Series A,Hyderabad,Edtech,Edtech
GrowthConnect,Media,Content,Ahmedabad,Y Combinator,Bridge,1071000,2023-07-08,2023,7,Other,Undisclosed,Ahmedabad,Other,Other
MediHive,EdTech,Test Prep,Noida,IFC,Bridge,1758000,2023-06-21,2023,6,Edtech,Undisclosed,Delhi/NCR,Edtech,Edtech
ClearDekho,EdTech,Coding Bootcamp,Gurugram,Bessemer Venture Partners,Seed,79000,2021-01-31,2021,1,Edtech,Seed/Angel,Delhi/NCR,Edtech,Edtech
FarmBox,HealthTech,Telemedicine,Bengaluru,Info Edge,Series B,37933000,2021-08-06,2021,8,Healthtech,Series B,Bengaluru,Healthtech,Healthtech
WorkStack,Retail,Grocery,Bengaluru,"Bessemer Venture Partners, Blume Ventures",Seed,1593000,2020-04-17,2020,4,Ecommerce/D2C,Seed/Angel,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
Myntra,Mobility,Ride Sharing,Mumbai,"Omidyar Network, SoftBank Vision Fund",Angel,9000,2024-01-17,2024,1,EV/Cleantech,Seed/Angel,Mumbai,EV/Cleantech,EV/Cleantech
BlueRise,SaaS,DevTools,Mumbai,Ventures India,Seed,64000,2020-07-19,2020,7,SaaS/Enterprise,Seed/Angel,Mumbai,SaaS/Enterprise,SaaS/Enterprise
CloudPay,EdTech,Test Prep,Kolkata,"Nexus Venture Partners, Peak XV",Series A,7441000,2020-04-21,2020,4,Edtech,Series A,Kolkata,Edtech,Edtech
AutoFlow,SaaS,DevTools,Kolkata,Tiger Global Management,Series B,24587000,2023-07-18,2023,7,SaaS/Enterprise,Series B,Kolkata,SaaS/Enterprise,SaaS/Enterprise
CloudPay,FinTech,NeoBank,Bengaluru,"Blume Ventures, Info Edge",Seed,1116000,2020-08-15,2020,8,Fintech,Seed/Angel,Bengaluru,Fintech,Fintech
DataHive,Logistics,Fleet Management,Delhi,"LCatterton, Omidyar Network",Series C,29202000,2023-07-30,2023,7,Logistics,Series C,Delhi/NCR,Logistics,Logistics
HomeFoods,Enterprise,Automation,Kolkata,Mirae Asset,Growth,407801000,2021-03-19,2021,3,SaaS/Enterprise,Late Stage,Kolkata,SaaS/Enterprise,SaaS/Enterprise
UrbanStack,Media,Social,Gurugram,LCatterton,Seed,105000,2023-04-01,2023,4,Other,Seed/Angel,Delhi/NCR,Other,Other
WorkPay,FinTech,InsurTech,Bengaluru,"Falcon Edge, Sequoia Capital India, Ventures India",Pre-Seed,29000,2022-08-21,2022,8,Fintech,Seed/Angel,Bengaluru,Fintech,Fintech
GrowthCare,Media,Social,Kolkata,"Kedaara Capital, Ventures India",Series A,1560000,2020-06-19,2020,6,Other,Series A,Kolkata,Other,Other
Freshworks,EdTech,K12,Pune,Sequoia Capital India,Seed,1009000,2023-08-19,2023,8,Edtech,Seed/Angel,Pune,Edtech,Edtech
BigBasket,HealthTech,Health Analytics,Ahmedabad,"Mirae Asset, Nexus Venture Partners",Series B,31619000,2020-02-19,2020,2,Healthtech,Series B,Ahmedabad,Healthtech,Healthtech
CoreConnect,Enterprise,Security,Kolkata,"LCatterton, SoftBank Vision Fund, Tiger Global",Series B,21321000,2020-01-03,2020,1,SaaS/Enterprise,Series B,Kolkata,SaaS/Enterprise,SaaS/Enterprise
GreenMart,Retail,Grocery,Ahmedabad,Bessemer Venture Partners,Series A,2643000,2024-06-15,2024,6,Ecommerce/D2C,Series A,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
HealthRise,SaaS,B2B SaaS,Noida,LCatterton,Bridge,1271000,2023-10-13,2023,10,SaaS/Enterprise,Undisclosed,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
FreshToHome,FoodTech,Food Delivery,Kolkata,Blume Ventures,Series A,2894000,2022-01-18,2022,1,Foodtech,Series A,Kolkata,Foodtech,Foodtech
CRED,Mobility,Micro Mobility,Gurugram,A91 Partners,Seed,1017000,2021-11-16,2021,11,EV/Cleantech,Seed/Angel,Delhi/NCR,EV/Cleantech,EV/Cleantech
GrowthCare,Retail,Fashion,Gurugram,SoftBank Vision Fund,Series C,65689000,2024-04-07,2024,4,Ecommerce/D2C,Series C,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
NextStack,FoodTech,Food Delivery,Bengaluru,"Falcon Edge, Mirae Asset",Seed,201000,2021-12-08,2021,12,Foodtech,Seed/Angel,Bengaluru,Foodtech,Foodtech
NeoTech,Mobility,Micro Mobility,Noida,"Prosus Ventures, Y Combinator",Angel,20000,2022-07-14,2022,7,EV/Cleantech,Seed/Angel,Delhi/NCR,EV/Cleantech,EV/Cleantech
Byju's,EdTech,Coding Bootcamp,Mumbai,Elevation Capital,Seed,152000,2025-01-12,2025,1,Edtech,Seed/Angel,Mumbai,Edtech,Edtech
Dunzo,E-commerce,Marketplace,Hyderabad,"Lightspeed India, Nexus Venture Partners",Seed,788000,2020-10-30,2020,10,Ecommerce/D2C,Seed/Angel,Hyderabad,Ecommerce/D2C,Ecommerce/D2C
DataAnalytics,RealEstate,Rental Tech,Delhi,"Sequoia Capital India, Ventures India",Series A,3902000,2022-05-10,2022,5,Proptech,Series A,Delhi/NCR,Proptech,Proptech
FinFoods_744,Enterprise,Analytics,Noida,"Ribbit Capital, SoftBank Vision Fund",Series B,9519000,2022-04-23,2022,4,SaaS/Enterprise,Series B,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
NeoSense,RealEstate,Rental Tech,Noida,"Elevation Capital, Nexus Venture Partners",Series D,396775000,2022-06-30,2022,6,Proptech,Late Stage,Delhi/NCR,Proptech,Proptech
BigBasket,HealthTech,Pharmacy,Gurugram,Bessemer Venture Partners,Series A,2828000,2025-06-11,2025,6,Healthtech,Series A,Delhi/NCR,Healthtech,Healthtech
Postman,HealthTech,Pharmacy,Hyderabad,"Kedaara Capital, Peak XV",Series A,4358000,2020-12-06,2020,12,Healthtech,Series A,Hyderabad,Healthtech,Healthtech
SmartTech,HealthTech,Diagnostics,Delhi,A91 Partners,Seed,1416000,2020-03-25,2020,3,Healthtech,Seed/Angel,Delhi/NCR,Healthtech,Healthtech
Dailyhunt,Logistics,Supply Chain,Delhi,Prosus Ventures,Seed,500000,2023-12-19,2023,12,Logistics,Seed/Angel,Delhi/NCR,Logistics,Logistics
FoodSolutions,Consumer Electronics,Smart Home,Delhi,Kalaari Capital,Series A,1372000,2020-09-05,2020,9,FoodTech,Series A,Delhi/NCR,FoodTech,Other
Chargebee,Retail,E-Retail,Kolkata,Tiger Global Management,Angel,84000,2020-11-15,2020,11,Ecommerce/D2C,Seed/Angel,Kolkata,Ecommerce/D2C,Ecommerce/D2C
ClearDekho,SaaS,HRTech,Kolkata,"Bessemer Venture Partners, Prosus Ventures",Angel,33000,2025-06-08,2025,6,SaaS/Enterprise,Seed/Angel,Kolkata,SaaS/Enterprise,SaaS/Enterprise
Ola,SaaS,B2B SaaS,Kolkata,"A91 Partners, Kalaari Capital, SoftBank Vision Fund",Angel,14000,2020-10-12,2020,10,SaaS/Enterprise,Seed/Angel,Kolkata,SaaS/Enterprise,SaaS/Enterprise
HomeAnalytics,E-commerce,D2C,Bengaluru,"Bessemer Venture Partners, Falcon Edge",Series A,1458000,2021-02-03,2021,2,Ecommerce/D2C,Series A,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
QuantumSolutions,E-commerce,Grocery,Kolkata,Tiger Global Management,Series B,45193000,2025-05-15,2025,5,Ecommerce/D2C,Series B,Kolkata,Ecommerce/D2C,Ecommerce/D2C
DriveFit,SaaS,B2B SaaS,Pune,Y Combinator,Pre-Series A,417000,2024-01-06,2024,1,SaaS/Enterprise,Seed/Angel,Pune,SaaS/Enterprise,SaaS/Enterprise
HealthAnalytics,Logistics,Supply Chain,Noida,"Kalaari Capital, Ventures India",Seed,358000,2024-01-30,2024,1,Logistics,Seed/Angel,Delhi/NCR,Logistics,Logistics
Ola,Logistics,Last Mile,Chennai,Zodius Capital,Series B,59611000,2022-04-28,2022,4,Logistics,Series B,Chennai,Logistics,Logistics
Unacademy,HealthTech,Diagnostics,Hyderabad,"Tiger Global, Tiger Global Management",Series A,8462000,2024-11-11,2024,11,Healthtech,Series A,Hyderabad,Healthtech,Healthtech
